,Year_Reported,Account_Number,Organization,City,Country,CDP_Region,Reporting_Authority,Access,City_emissions_invent,Accounting_year,Admin_city_boundary,Invent_boundary_to_Admini_city_boundary,Primary_Protocol,Protocol_Comment,Common_Reporting_Format,Gases_Included,Direct_emissions_1,Direct_emissions_2,Indirect_emissions_1,Indirect_emissions_2,Emissions_occurring_outside_1,Emissions_occurring_outside_2,TOTAL_Scope_1,TOTAL_Scope_2,TOTAL_Scope_3,TOTAL_Scope_1_2,TOTAL_Scope_1_2_3,Change_in_emissions,Reason_for_change,Land_area_km,Population,Population_Year,City_Location,Last_update.,Scope1,Scope2,Scope3,Outside_City,long,lat,City.Location
448,2019,59996,Batangas City,Batangas City,Philippines,Southeast Asia and Oceania,CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Results of the inventory cover the reporting period from January 1 2010 to December 31 2010 The report was completed primarily in accordance with the guidance from the World Resources Instituteüs WRI Greenhouse Gas Protocol the current international standard for corporate greenhouse gas inventories the 2006 IPCC Guidelines for National GHG inventories and Tracking Greenhouse Gases An Inventory Manual published by the Department of Environment and Natural Resources DENRGuidance from the following sources was also used GHG Management in Local Governments A Guide developed by the Greenhouse Gas Management Institute GHGMI with funding support from USAID International Local Government Greenhouse Gas Emissions Analysis Protocol IEAPdeveloped by ICLEI and the newly published Global Protocol for CommunityScale Greenhouse Gas Emissions  from WRI ICLEI and the C40 Climate Leadership Group were also used to supplement the GHG Protocol,Unknown,CH4 CO2 N20,172070,0,0,0,0,0,0,0,0,0,172070,Increased,Behavioural change,0,354170,2017,121058 137565,20200501T035757217,172070,0,0,0,121.058,13.7565,121.058 13.7565
452,2019,54048,City of Knoxville,City of Knoxville,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20150101  20151231,Unknown,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Unknown,Unknown,CH4 CO2 N20,0,2653938,0,1238562,0,115174,0,0,0,0,4007674,Decreased,Change in available data,0,186239,2016,839207 359606,20200501T035757217,2653938,0,1238562,115174,-83.9207,35.9606,-83.9207 35.9606
453,2019,834277,Municipality of Patagones,Municipality of Patagones,Argentina,Latin America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20140101  20141231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Excel Se utiliz la herramienta de clculo desarrollada por la Red Argentina de Municipios frente al Cambio Climtica que fue diseada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas,Yes,CH4 CO2 N20,0,648432.87,0,16124.89,0,2473.31,0,0,0,0,667031.07,This is our first year of calculation,Other Falta de datos,0,31294,2014,,20200501T035757217,648432.87,0,16124.89,2473.31,,,
454,2019,834287,Municipality of Terra Nova do Norte,Municipality of Terra Nova do Norte,Brazil,Latin America,CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,BASIC and HWP and fluctuant fleet roads,Yes,CH4 CO2 HFCs N20 NF3 PFCs SF6,297,0,0,0,0,0,0,0,0,0,297,Increased,Population increase,0,10500,2018,,20200501T035757217,297,0,0,0,,,
455,2019,73666,Cuyahoga County,Cuyahoga County,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Unknown,Unknown,CH4 CO2 N20,117759,16197834,0,6257162,0,418436,0,0,0,0,22991191,Decreased,Other Emissions reduction actions implemented,0,1248371,2017,,20200501T035757217,16315593,0,6257162,418436,,,
457,2019,36261,Comune di Bolzano,Comune di Bolzano,Italy,Europe,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Th einventory has been submitted to the Covenant of Mayors as part of the SEAP,Unknown,CO2,0,485684,0,0,0,0,0,0,0,0,485684,Decreased,Technological change,0,107669,2018,113566 464997,20200501T035757217,485684,0,0,0,11.3566,46.4997,11.3566 46.4997
458,2019,54637,Alcalda de Cuenca,Alcalda de Cuenca,Ecuador,Latin America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20160101  20161231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,De acuerdo al GPC las fuentes de emisiones de GEI a nivel ciudad se dividen en tres alcances seis categoras y tres niveles,Yes,CO2,0,1382392,0,116682,0,0,0,0,0,0,1499074,This is our first year of calculation,Lack of resource  funding overcome,0,505585,2010,790048 290841,20200501T035757217,1382392,0,116682,0,-79.0048,-2.90841,-81.91321
462,2019,49330,Kansas City,Kansas City,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,While the ICLEI protocol was used the ICLEI format was not used Consultant The Brendle Group developed their own Excel spreadsheet that we used for 2013 and 2017 updates That spreadsheet is uploaded,Unknown,CH4 CO2 N20,2410390,8752052,0,0,0,0,0,0,0,0,11162442,Decreased,Other Greatly improved emissions factors of the local electric utility by increased reliance on renewable energy sources,0,488943,2017,94573 391429,20200501T035757217,11162442,0,0,0,-94.573,39.1429,-94.573 39.1429
465,2019,50558,City of London ON,City of London ON,Canada,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,32000,2796000,0,64000,0,20000,0,0,0,0,2912000,Decreased,Technological change,0,387000,2017,812497 429837,20200501T035757217,2828000,0,64000,20000,-81.2497,42.9837,-81.2497 42.9837
471,2019,834255,Municipality of Guaymalln,Municipality of Guaymalln,Argentina,Latin America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20140101  20141231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Excel Se utiliz la herramienta de clculo desarrollada por la Red Argentina de Municipios frente al Cambio Climtica que fue diseada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas,Yes,CH4 CO2 N20,0,606275.11,0,168946.58,0,51751.74,0,0,0,0,826973.43,This is our first year of calculation,Other,0,283803,2010,,20200501T035757217,606275.11,0,168946.58,51751.74,,,
476,2019,59707,Town of Princeton NJ,Town of Princeton NJ,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20180101  20181231,Unknown,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Unknown,Unknown,CH4 CO2 N20,0,532475,0,0,0,0,0,0,0,0,532475,Increased,Increased energyelectricity consumption,0,31822,2019,,20200501T035757217,532475,0,0,0,,,
478,2019,73695,Uranga,Uranga,Argentina,Latin America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20140101  20141231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Yes,CH4 CO2 N20,0,8459.14,0,1388.5,0,212.97,0,0,0,0,10060.61,,,0,913,2010,,20200501T035757217,8459.14,0,1388.5,212.97,,,
481,2019,827048,Zhenjiang Municipal Peoples Government,Zhenjiang Municipal Peoples Government,China,East Asia,C40 CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,Regional or country specific methodology,Unknown,Unknown,CH4 CO2 N20,0,61674200,0,0,0,0,0,0,0,0,61674200,Do not know,,0,3186300,2018,,20200501T035757217,61674200,0,0,0,,,
485,2019,31163,Istanbul Metropolitan Municipality,Istanbul Metropolitan Municipality,Turkey,Europe,C40 CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20180101  20181231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Calculations made based on GPC Methodology but answers entered in CRF format as desired,Yes,CH4 CO2 N20,2898491,35467899,0,14454903,0,0,0,0,0,0,52821293,Increased,Population increase,0,15067724,2018,289784 410082,20200501T035757217,38366390,0,14454903,0,28.9784,41.0082,28.9784 41.0082
489,2019,31184,Prefeitura de So Paulo,Prefeitura de So Paulo,Brazil,Latin America,C40 CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,No,CH4 CO2 N20,0,0,0,0,0,0,12989951,2533064,607946,16130962,16130961,,,0,11253503,2017,467382 235595,20200501T035757217,12989951,2533064,607946,0,-46.7382,-23.5595,-70.2977
491,2019,31153,City of Berlin,City of Berlin,Germany,Europe,C40 CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20160101  20161231,Unknown,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,The Statistical Office of Berlin and Brandenburg is collecting an compiling Data for the Berlin Energy and Emission Balance based on guideline of the German Federal Statistical Office which uses the IPCC Guidelines for national reporting,Unknown,CO2,0,9792000,10261000,0,0,0,0,0,0,0,20053000,Stayed the same,Emissions have not changed,0,3644998,2018,13405 5252,20200501T035757217,9792000,10261000,0,0,13.405,52.52,13.405 52.52
493,2019,74594,City of Boynton Beach,City of Boynton Beach,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,The City  of Boynton Beach utilized the GPC methodology for its community inventory per GCoM requirements,Yes,CH4 CO2 N20,0,445882.3,0,423823.05,0,50633.81,0,0,0,0,920339.16,This is our first year of calculation,Other This is GPC baseline year,0,76756,2018,80216 264986,20200501T035757217,445882.3,0,423823.05,50633.81,-80.216,26.4986,-80.216 26.4986
494,2019,58795,Blantyre City Council,Blantyre City Council,Malawi,Africa,CDP Cities ICLEI  Local Governments for Sustainability WWF,public,Yes,20190701  20200630,Unknown,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Co2 and Carbon Monoxide,Unknown,CO2,60,0,0,0,0,0,0,0,0,0,60,Increased,Emissions reduction actions not implemented,0,1000000,2019,350378 158028,20200501T035757217,60,0,0,0,35.0378,-15.8028,35.0378 -15.8028
495,2019,831999,Concejo Municipal de Distrito de Monte Verde,Concejo Municipal de Distrito de Monte Verde,Costa Rica,Latin America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20160101  20161231,Unknown,Same covers entire city and nothing else,Regional or country specific methodology,La metodologa utilizada para la medicin reporte y verificacin de las emisiones reducciones  remociones y compensaciones de GEI a nivel cantonal para Costa Rica fue elaborado por la Direccin de Cambio Climtico del Ministerio de Ambiente y Energa de Costa Rica,Unknown,CH4 CO2 HFCs N20 NF3 PFCs SF6,34.25,0,0,0,0,0,0,0,0,0,34.25,This is our first year of calculation,,0,65,219,,20200501T035757217,34.25,0,0,0,,,
498,2019,58489,HoejeTaastrup Kommune,HoejeTaastrup Kommune,Denmark,Europe,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20180101  20181231,Unknown,Same covers entire city and nothing else,Other KlimaKommune,Based on The Danish society for Nature Conservations KlimaKommune protocol which is national standard for municipalities in Denmark,Unknown,CH4 CO2 N20,0,170031,89191,89191,0,0,0,0,0,0,348413,Increased,Increased energyelectricity consumption,0,50596,2018,122898 556563,20200501T035757217,170031,89191,89191,0,12.2898,55.6563,12.2898 55.6563
499,2019,14874,City of Portland OR,City of Portland OR,United States of America,North America,C40 CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20170101  20171231,Unknown,Larger covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,None,No,CH4 CO2 N20,0,0,0,0,0,0,5442661,2148556,109907,7701120,7701124,Increased,Increased energyelectricity consumption,0,807555,2017,122682 4552,20200501T035757217,5442661,2148556,109907,0,-122.682,45.52,-122.682 45.52
503,2019,31052,City of Cardiff,City of Cardiff,United Kingdom of Great Britain and Northern Ireland,Europe,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,Regional or country specific methodology,BEIS Business Energy and Industrial Strategy government department local authority CO2 emissions data,Unknown,CO2,60164,0,0,0,0,0,0,0,0,0,60164,Decreased,Technological change,0,365000,2018,317909 514816,20200501T035757217,60164,0,0,0,-3.17909,51.4816,-3.17909 51.4816
504,2019,54510,Umeù municipality,Umeù municipality,Sweden,Europe,CDP Cities ICLEI  Local Governments for Sustainability Union of the Baltic Cities WWF,public,Yes,20170101  20171231,Unknown,Larger covers the whole city and adjoining areas,City specific methodology,The emission inventory is based on methodology from covenant of mayor and is used together with national guidelines from the organisationüùklimatkommunernaüù The statistics are collected from Statistic Sweden The inventory is made by the cityüs environment and health department,Unknown,CO2,80268,256449,0,0,0,0,0,0,0,0,336717,Stayed the same,,0,127119,2018,20263 638258,20200501T035757217,336717,0,0,0,20.263,63.8258,20.263 63.8258
505,2019,50572,City of Saint Paul MN,City of Saint Paul MN,United States of America,North America,CDP Cities ICLEI  Local Governments for Sustainability,public,Yes,20170101  20171231,Unknown,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Its also categorized according to  the Global Protocol GPC,Unknown,CH4 CO2 N20,0,3170866.16,0,1050968.47,0,557080.52,0,0,0,0,4778915.15,Increased,Increased energyelectricity consumption,0,306621,2017,9309 449537,20200501T035757217,3170866.16,0,1050968.47,557080.52,-93.09,44.9537,-93.09 44.9537
